id	text	aspect	polarity
2324	nice atmosphere the service was very pleasant and the desert was good	service	1
2325	i can not believe people complain about no cheese sticks	anecdotes miscellaneous	0
2326	the frankenstein show was the best	anecdotes miscellaneous	1
2327	a hearty two thumbs up	anecdotes miscellaneous	1
2328	the food here is rather good but only if you like to wait for it	food	1
2329	my friend ordered some of their special sushi rolls which had excellent presentation and tasted great	food	1
2330	avoid this place	anecdotes miscellaneous	-1
2331	the food was very expensive we spent for lunch for two but extremely tasty	price	-1
2332	with the theater blocks away we had a delicious meal in a beautiful room	ambience	1
2333	but that is highly forgivable	anecdotes miscellaneous	1
2334	love the food	food	1
2335	food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went	food	1
2336	other apetizers and food	food	0
2337	i went there for lunch and it was not as good as i expected from the reviews i read	anecdotes miscellaneous	-1
2338	and they provided a delicious dessert on the house	service	1
2339	the italian food has flavor that can be sort of surprising on the ues and the service turns from a nightmare to attentive they sort of remind me of the ny yankees of the late no matter how bad it look you knew that there was a rally just around the corner	food	1
2340	you can not go wrong with this place	anecdotes miscellaneous	1
2341	you guys rock	anecdotes miscellaneous	1
2342	really depends on your luck	anecdotes miscellaneous	0
2343	my girlfiends and i ate at o g again last night	anecdotes miscellaneous	0
2344	the bruschetta and panini are so yummy	food	1
2345	i just wonder how you can have such a delicious meal for such little money	price	1
2346	my steak au poivre was one of the worst i have had	food	-1
2347	a glass of leaping lizard a glass of prosecco and the mussels had everything happy	food	1
2348	my picks are scallion pancake fried with vegetable juice very special and tasty guizhou chicken shredded squid family style one of my personal favorites sichuan spicy soft shell crab shuizhu fish this one is for hardcore sichuan food fans i wouldn t recommend to my american friends as it is very spicy	food	1
2349	but who says murray is anything about service	service	0
2350	the place is a little tight and on a cold day the seating by the entranceway can be pretty drafty	ambience	-1
2351	the corned beef was tender and melted in my mouth	food	1
2352	overall a solid restaurant and at less than pp including wine a solid deal as well	anecdotes miscellaneous	1
2353	highly recommended	anecdotes miscellaneous	1
2354	but i d go back	anecdotes miscellaneous	1
2355	my husband said the portions were very small but if my main course was good to eat the portion would ve been fine for me	food	-1
2356	it is terrific as is the value	price	1
2357	also a little more expensive than your average bagel place	price	-1
2358	i think this is one of the more underrated places in the city	anecdotes miscellaneous	1
2359	it is delicious	food	1
2360	plus they made a perfect martini	food	1
2361	we had the lobster sandwich and it was fantastic	food	1
2362	the dim sum however was very good	food	1
2363	we were not	anecdotes miscellaneous	0
2364	check it out it will not hurt your stomach or your wallet	price	1
2365	they came out over cooked and the cheese was almost non existant	food	-1
2366	the staff there is very attentive and down to earth	service	1
2367	the service was superb they treat you like family	service	1
2368	so so so so so good	anecdotes miscellaneous	1
2369	decent wine at reasonable prices	food	1
2370	you will not find that anywhere in manhattan	anecdotes miscellaneous	1
2371	my friends and i came across this place while walking in the village	anecdotes miscellaneous	0
2372	great place to grab a hot bagel on the way to work	food	1
2373	the people in the restaurant were pretty obnoxious and loud	ambience	-1
2374	once they ran out of gnochi and made it for me from scratch	anecdotes miscellaneous	1
2375	it is all about the food	food	1
2376	i have eaten there times and the food was always good	food	1
2377	a very inviting restaurant with friendly service	ambience	1
2378	our family never expected such incredible entertainment in a restaurant	ambience	1
2379	very good service and very good prices	service	1
2380	everyone that has ever come here with me has become a convert and returned regularly with their own friends	anecdotes miscellaneous	1
2381	the food was lousy too sweet or too salty and the portions tiny	food	-1
2382	went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them	service	-1
2383	any if you have a reservation you ll wait for max minutes so have a drink at the bar	service	1
2384	excellent atmosphere delicious dishes good and friendly service	food	1
2385	while the new restaurant still features much of the same classical furniture that made tiffin so attractive the menu has been overhauled	ambience	1
2386	dahkin also offers prix fixe lunch and buffet	food	0
2387	during the course of the past months the chef and staff changed and it was not for the better	service	-1
2388	and the staff is also young energeic and hot	service	1
2389	and atlhough tables opened up next to us and we asked for a slightly larger space they left us awkardly seated	service	-1
